,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,id,Race
4532,PHD,2017,New Delhi,3,30.0,Male,No,3,4532,white
472,Bachelors,2014,Pune,3,29.0,Male,No,5,472,white
2063,PHD,2015,New Delhi,1,31.0,Male,No,2,2063,white
3005,Bachelors,2018,Bangalore,3,36.0,Female,Yes,5,3005,white
3038,Bachelors,2014,Bangalore,3,41.0,Male,Yes,0,3038,white
1662,Bachelors,2013,Bangalore,3,25.0,Female,No,2,1662,white
3721,Masters,2014,New Delhi,3,33.0,Female,No,5,3721,white
2011,Masters,2017,New Delhi,3,30.0,Male,No,2,2011,white
2543,Bachelors,2015,Pune,2,29.0,Female,No,0,2543,yellow
689,Bachelors,2014,Pune,2,27.0,Female,No,4,689,white
1078,Bachelors,2012,Bangalore,3,25.0,Male,No,2,1078,white
441,Bachelors,2016,Bangalore,3,27.0,Male,No,3,441,black
3707,Masters,2017,New Delhi,2,38.0,Male,No,2,3707,white
359,Bachelors,2017,New Delhi,2,27.0,Female,No,4,359,black
782,Bachelors,2013,Pune,2,28.0,Male,Yes,5,782,black
580,Masters,2015,New Delhi,3,30.0,Female,Yes,2,580,white
1231,Bachelors,2015,New Delhi,3,29.0,Female,No,2,1231,white
547,Masters,2014,Pune,2,28.0,Female,No,5,547,black
3012,Bachelors,2015,Bangalore,3,38.0,Male,Yes,3,3012,white
3684,Masters,2018,Pune,3,41.0,Male,No,2,3684,white
3141,Masters,2017,New Delhi,2,39.0,Male,No,5,3141,black
664,PHD,2013,New Delhi,2,26.0,Male,No,3,664,white
1864,Bachelors,2014,New Delhi,3,26.0,Female,No,3,1864,white
109,Bachelors,2015,Bangalore,2,26.0,Female,No,3,109,black
2532,Masters,2016,Pune,3,30.0,Male,No,2,2532,white
1630,Masters,2017,New Delhi,2,29.0,Female,No,5,1630,white
550,Masters,2015,Pune,1,29.0,Female,No,5,550,black
1209,Masters,2017,Pune,2,25.0,Female,No,2,1209,black
316,Bachelors,2014,Pune,3,25.0,Male,No,2,316,white
3365,Bachelors,2016,Pune,3,34.0,Male,No,1,3365,white
3857,Bachelors,2013,Bangalore,3,38.0,Female,No,5,3857,black
3861,Bachelors,2014,New Delhi,3,39.0,Female,No,1,3861,white
180,Masters,2017,New Delhi,3,28.0,Male,No,5,180,white
2730,Bachelors,2012,Bangalore,3,30.0,Male,No,0,2730,white
1918,Bachelors,2016,Pune,3,29.0,Female,No,5,1918,white
2054,PHD,2016,Bangalore,3,31.0,Female,No,1,2054,black
2414,Bachelors,2013,Bangalore,3,31.0,Male,No,2,2414,white
1954,Bachelors,2015,New Delhi,2,29.0,Female,No,1,1954,white
2583,Bachelors,2012,Bangalore,3,29.0,Female,No,5,2583,black
1236,Bachelors,2016,Bangalore,3,26.0,Male,No,3,1236,white
1059,Bachelors,2014,Bangalore,3,28.0,Female,No,4,1059,white
132,Masters,2016,New Delhi,3,29.0,Male,No,5,132,white
486,Bachelors,2015,Pune,2,27.0,Female,Yes,3,486,white
3498,Bachelors,2018,Bangalore,3,35.0,Female,No,3,3498,white
2032,Bachelors,2017,Pune,3,29.0,Female,No,5,2032,white
681,Bachelors,2012,New Delhi,3,27.0,Female,No,4,681,white
1879,Bachelors,2013,Bangalore,3,25.0,Female,No,2,1879,white
4600,Bachelors,2017,New Delhi,2,32.0,Male,No,1,4600,white
1950,Bachelors,2017,New Delhi,2,28.0,Male,No,4,1950,white
1396,Bachelors,2013,Bangalore,3,29.0,Male,No,5,1396,white
4090,Bachelors,2015,New Delhi,3,27.0,Female,Yes,3,4090,black
1775,Bachelors,2014,Bangalore,3,29.0,Male,No,5,1775,white
2966,Bachelors,2017,New Delhi,2,28.0,Female,No,4,2966,white
4020,Bachelors,2012,Bangalore,3,39.0,Male,No,3,4020,white
3932,Bachelors,2017,Bangalore,3,41.0,Male,No,2,3932,white
4481,Bachelors,2013,Bangalore,3,25.0,Male,No,2,4481,white
4095,Bachelors,2012,Bangalore,3,38.0,Female,No,2,4095,white
2027,Masters,2017,Pune,2,32.0,Female,No,2,2027,white
3529,Bachelors,2017,Pune,3,32.0,Female,No,0,3529,white
536,Masters,2013,New Delhi,3,30.0,Male,No,2,536,white
4513,Masters,2017,New Delhi,3,27.0,Male,No,4,4513,white
4077,Bachelors,2017,New Delhi,2,28.0,Female,No,4,4077,white
4554,Bachelors,2015,Pune,3,30.0,Female,No,1,4554,white
4311,Bachelors,2012,Bangalore,3,40.0,Male,No,3,4311,black
3641,Bachelors,2017,Pune,3,43.0,Male,No,3,3641,white
2138,PHD,2013,New Delhi,3,28.0,Female,Yes,5,2138,white
1362,Bachelors,2015,Bangalore,3,25.0,Male,No,2,1362,white
2284,Bachelors,2015,Pune,3,27.0,Female,Yes,4,2284,white
1550,Masters,2017,New Delhi,3,29.0,Male,No,5,1550,black
3406,Bachelors,2013,Bangalore,3,42.0,Female,No,4,3406,white
1972,Bachelors,2017,Bangalore,3,29.0,Male,No,5,1972,white
269,Bachelors,2018,Bangalore,3,28.0,Female,No,4,269,white
960,Bachelors,2017,Pune,3,25.0,Male,No,2,960,white
4024,Bachelors,2012,New Delhi,3,23.0,Female,No,0,4024,white
355,Bachelors,2017,Bangalore,3,26.0,Female,Yes,3,355,white
523,Bachelors,2013,Bangalore,3,27.0,Male,No,3,523,white
891,Bachelors,2014,Bangalore,3,26.0,Male,No,3,891,white
2921,Bachelors,2013,Pune,2,30.0,Female,No,4,2921,black
4165,Bachelors,2013,Bangalore,3,38.0,Male,No,5,4165,white
431,Masters,2017,New Delhi,2,28.0,Male,Yes,5,431,white
852,Bachelors,2013,Pune,2,26.0,Male,Yes,3,852,white
3026,Bachelors,2018,Bangalore,3,39.0,Male,Yes,5,3026,white
2873,PHD,2016,Bangalore,3,31.0,Female,No,5,2873,white
4267,Bachelors,2017,New Delhi,2,35.0,Female,No,4,4267,black
1223,Bachelors,2013,Bangalore,3,27.0,Male,Yes,3,1223,white
423,Bachelors,2017,Pune,2,28.0,Male,No,5,423,white
2710,Bachelors,2018,Bangalore,3,30.0,Male,Yes,1,2710,white
4118,Bachelors,2013,Bangalore,3,42.0,Female,No,3,4118,white
1519,Bachelors,2014,Bangalore,3,29.0,Male,No,5,1519,yellow
1104,Masters,2017,New Delhi,3,26.0,Female,No,3,1104,yellow
834,Bachelors,2015,Bangalore,3,27.0,Female,No,4,834,black
268,Bachelors,2013,Bangalore,3,26.0,Male,Yes,2,268,white
157,Bachelors,2012,Bangalore,3,25.0,Male,No,2,157,white
3808,Masters,2013,New Delhi,3,42.0,Female,No,2,3808,white
1428,Bachelors,2018,New Delhi,3,30.0,Female,No,5,1428,white
347,Masters,2017,Pune,2,28.0,Male,No,5,347,white
1228,Bachelors,2012,Bangalore,3,28.0,Female,No,5,1228,white
4333,Bachelors,2017,New Delhi,2,41.0,Female,No,2,4333,black
2182,Bachelors,2017,Bangalore,3,30.0,Male,No,2,2182,white
2792,Bachelors,2015,Pune,3,29.0,Male,No,5,2792,black
717,Bachelors,2015,Bangalore,3,28.0,Male,No,4,717,white
4590,Bachelors,2017,Bangalore,3,37.0,Male,No,4,4590,white
2660,Bachelors,2013,Bangalore,3,28.0,Female,No,5,2660,white
3165,Bachelors,2014,Bangalore,1,38.0,Male,No,5,3165,white
98,Bachelors,2014,Bangalore,3,31.0,Female,No,0,98,black
4466,Bachelors,2017,New Delhi,2,41.0,Male,No,5,4466,black
3837,Bachelors,2017,Bangalore,3,37.0,Female,No,1,3837,black
2961,Bachelors,2013,Bangalore,3,29.0,Male,No,0,2961,black
2584,Bachelors,2014,Bangalore,3,28.0,Male,No,4,2584,white
2965,PHD,2015,New Delhi,3,31.0,Male,No,4,2965,white
4593,Masters,2017,New Delhi,2,25.0,Male,No,2,4593,white
2444,Bachelors,2015,New Delhi,3,31.0,Female,Yes,1,2444,white
1221,Bachelors,2015,Bangalore,3,28.0,Female,Yes,4,1221,yellow
107,Bachelors,2017,Bangalore,3,29.0,Male,No,1,107,white
684,Bachelors,2018,Pune,3,27.0,Male,No,4,684,white
3875,Bachelors,2014,Bangalore,3,37.0,Male,Yes,3,3875,black
3107,Bachelors,2015,Bangalore,3,33.0,Male,No,2,3107,white
362,Bachelors,2017,New Delhi,3,28.0,Female,No,5,362,white
3552,Masters,2017,New Delhi,3,37.0,Male,No,1,3552,white
2389,Bachelors,2013,Pune,3,28.0,Male,No,4,2389,white
2416,Bachelors,2014,Bangalore,3,27.0,Male,No,4,2416,white
590,Masters,2012,Pune,2,27.0,Female,No,4,590,black
48,Masters,2017,New Delhi,2,35.0,Male,No,0,48,white
1067,Bachelors,2018,Bangalore,3,27.0,Male,No,4,1067,black
2962,Bachelors,2018,Bangalore,3,30.0,Male,No,1,2962,white
3414,Bachelors,2016,Bangalore,1,35.0,Male,Yes,2,3414,white
1381,Bachelors,2015,Pune,2,26.0,Female,No,2,1381,white
1849,Bachelors,2015,Pune,2,29.0,Female,Yes,5,1849,white
2925,Bachelors,2013,Bangalore,3,30.0,Female,No,3,2925,white
3377,PHD,2013,Bangalore,3,41.0,Male,No,2,3377,white
3183,Bachelors,2017,Pune,3,35.0,Female,No,1,3183,black
1795,Masters,2017,New Delhi,2,30.0,Female,No,3,1795,black
4383,Bachelors,2014,New Delhi,3,31.0,Female,No,3,4383,white
2160,Bachelors,2015,Pune,3,31.0,Male,No,2,2160,white
3379,Bachelors,2012,Bangalore,3,32.0,Female,No,3,3379,white
1235,Bachelors,2017,Bangalore,3,28.0,Female,No,5,1235,white
1479,Masters,2017,New Delhi,2,28.0,Male,Yes,4,1479,black
1165,Bachelors,2016,Bangalore,3,28.0,Female,No,5,1165,white
4114,PHD,2018,New Delhi,3,39.0,Male,No,3,4114,white
2739,Bachelors,2015,Bangalore,3,31.0,Male,No,1,2739,white
4082,Masters,2018,New Delhi,3,24.0,Female,No,1,4082,white
1092,Masters,2017,New Delhi,3,27.0,Female,No,3,1092,black
141,Bachelors,2017,Pune,2,26.0,Female,No,2,141,white
770,Bachelors,2017,New Delhi,3,30.0,Male,No,2,770,white
207,Masters,2013,Pune,2,29.0,Male,No,5,207,white
2164,Bachelors,2016,Bangalore,3,31.0,Male,Yes,1,2164,black
4207,Bachelors,2012,Bangalore,3,34.0,Male,No,4,4207,white
647,Bachelors,2017,New Delhi,2,29.0,Male,No,3,647,white
2917,Bachelors,2017,New Delhi,3,28.0,Female,No,4,2917,white
533,Bachelors,2014,Bangalore,3,27.0,Male,No,3,533,white
845,Bachelors,2014,Pune,3,28.0,Male,No,5,845,black
1135,Bachelors,2016,Pune,2,27.0,Female,No,4,1135,white
1308,Bachelors,2017,Bangalore,3,27.0,Female,No,4,1308,black
832,Masters,2017,New Delhi,2,29.0,Female,No,5,832,white
3703,Bachelors,2015,Pune,3,37.0,Male,No,0,3703,black
3088,Bachelors,2015,Pune,2,40.0,Female,No,4,3088,black
2411,Masters,2017,Pune,2,30.0,Female,No,2,2411,black
2216,Bachelors,2015,Pune,3,29.0,Female,Yes,2,2216,white
2476,Bachelors,2016,Bangalore,3,30.0,Male,No,1,2476,white
1884,Bachelors,2013,Bangalore,3,28.0,Male,No,5,1884,black
1511,Bachelors,2012,Pune,3,27.0,Female,No,3,1511,white
2295,Bachelors,2012,Bangalore,1,28.0,Female,No,5,2295,yellow
38,Bachelors,2017,Pune,2,30.0,Female,No,2,38,black
1766,Masters,2017,New Delhi,3,29.0,Male,No,1,1766,white
4065,Bachelors,2016,Bangalore,1,32.0,Male,No,4,4065,white
3987,Bachelors,2013,Bangalore,1,40.0,Male,No,6,3987,white
2536,Bachelors,2017,Bangalore,3,29.0,Male,No,4,2536,black
2446,Bachelors,2014,Pune,1,29.0,Male,No,2,2446,white
3851,Bachelors,2015,Pune,3,33.0,Female,No,0,3851,white
4347,Bachelors,2014,Pune,3,40.0,Male,No,2,4347,black
761,Bachelors,2016,Bangalore,3,30.0,Male,No,3,761,white
1791,Bachelors,2014,Bangalore,3,28.0,Male,No,4,1791,white
734,Masters,2016,New Delhi,3,26.0,Male,No,2,734,white
1634,Bachelors,2015,Pune,3,27.0,Female,No,3,1634,white
1398,Bachelors,2013,New Delhi,3,26.0,Female,Yes,3,1398,black
2581,Bachelors,2016,Bangalore,3,30.0,Female,No,1,2581,black
1116,Bachelors,2013,Bangalore,3,30.0,Male,No,3,1116,white
2690,Bachelors,2018,Bangalore,3,30.0,Male,Yes,2,2690,white
1970,Masters,2012,New Delhi,3,29.0,Female,No,5,1970,black
3548,Bachelors,2015,Pune,1,33.0,Female,No,5,3548,white
2650,Bachelors,2015,Bangalore,1,30.0,Male,No,4,2650,black
2246,Bachelors,2017,Bangalore,3,31.0,Male,No,2,2246,black
4510,Bachelors,2015,Pune,3,27.0,Male,No,3,4510,black
1809,Bachelors,2016,New Delhi,3,27.0,Male,No,4,1809,black
2544,Bachelors,2018,Pune,3,31.0,Male,Yes,3,2544,white
3891,Bachelors,2013,New Delhi,3,40.0,Female,No,4,3891,white
2018,Bachelors,2018,Bangalore,3,28.0,Male,Yes,4,2018,white
4203,Bachelors,2013,Bangalore,3,31.0,Male,No,1,4203,black
3982,Bachelors,2012,Bangalore,1,37.0,Male,No,7,3982,white
1553,Bachelors,2015,New Delhi,3,27.0,Female,No,3,1553,white
3579,Masters,2017,New Delhi,1,41.0,Female,No,0,3579,white
2663,Bachelors,2017,New Delhi,2,28.0,Male,No,5,2663,white
3560,Bachelors,2017,Bangalore,3,35.0,Male,No,3,3560,white
3174,Bachelors,2016,New Delhi,3,41.0,Female,No,1,3174,white
828,Bachelors,2012,Bangalore,3,29.0,Male,Yes,3,828,black
23,Bachelors,2015,Bangalore,3,28.0,Male,Yes,5,23,black
1056,Bachelors,2017,Bangalore,3,25.0,Male,No,2,1056,white
3348,Bachelors,2014,Pune,3,41.0,Male,No,5,3348,white
212,Masters,2013,Bangalore,2,29.0,Female,No,2,212,white
3001,Bachelors,2014,Pune,3,32.0,Male,Yes,1,3001,white
1683,Bachelors,2013,Bangalore,3,26.0,Male,No,2,1683,white
864,Bachelors,2012,Bangalore,3,30.0,Female,No,2,864,white
1836,Bachelors,2017,Pune,2,25.0,Female,No,2,1836,white
871,Masters,2014,Bangalore,3,29.0,Male,No,5,871,white
4329,Bachelors,2014,Bangalore,3,24.0,Female,No,0,4329,white
2797,Bachelors,2017,Bangalore,3,30.0,Male,No,3,2797,black
880,Bachelors,2017,Bangalore,3,28.0,Male,No,5,880,white
446,Bachelors,2014,Bangalore,3,27.0,Male,Yes,3,446,black
762,Bachelors,2016,New Delhi,3,26.0,Female,Yes,3,762,white
3486,Masters,2016,New Delhi,3,43.0,Male,No,5,3486,white
3701,Bachelors,2012,New Delhi,3,33.0,Male,No,1,3701,white
2477,Bachelors,2014,Pune,3,28.0,Male,No,4,2477,white
564,Masters,2018,Pune,3,27.0,Male,No,3,564,white
4072,Bachelors,2015,Bangalore,3,34.0,Male,No,1,4072,white
4560,Bachelors,2015,Bangalore,3,26.0,Female,No,3,4560,white
3312,PHD,2014,Bangalore,3,40.0,Male,No,1,3312,black
4537,Bachelors,2015,Bangalore,3,33.0,Male,No,2,4537,white
3215,Masters,2017,Pune,2,39.0,Female,No,1,3215,white
2167,Bachelors,2015,Bangalore,3,31.0,Male,No,1,2167,white
3676,Bachelors,2012,Pune,3,32.0,Male,No,3,3676,white
3869,Bachelors,2015,Bangalore,1,34.0,Male,Yes,0,3869,white
3605,Bachelors,2014,Pune,3,33.0,Male,No,5,3605,white
3849,Bachelors,2014,Bangalore,3,40.0,Female,No,4,3849,black
3298,Bachelors,2013,Pune,3,33.0,Male,No,2,3298,white
3523,Bachelors,2017,Bangalore,3,38.0,Male,No,3,3523,white
150,Bachelors,2018,New Delhi,3,29.0,Female,No,5,150,white
2652,PHD,2018,Bangalore,3,29.0,Male,No,2,2652,white
1397,PHD,2013,Bangalore,3,28.0,Male,No,4,1397,yellow
2334,Bachelors,2012,New Delhi,3,32.0,Male,No,1,2334,yellow
1619,Bachelors,2014,Bangalore,3,30.0,Male,No,0,1619,white
214,Bachelors,2018,Bangalore,3,28.0,Female,No,5,214,white
260,Bachelors,2017,Bangalore,3,30.0,Male,No,1,260,white
3359,PHD,2018,New Delhi,3,39.0,Female,No,2,3359,white
996,Bachelors,2014,Pune,2,28.0,Female,No,4,996,white
1834,Bachelors,2013,Pune,3,26.0,Male,No,3,1834,black
3953,Bachelors,2013,Bangalore,1,35.0,Male,No,4,3953,white
3659,Bachelors,2017,Bangalore,3,42.0,Female,No,2,3659,white
4559,Bachelors,2016,Bangalore,3,41.0,Male,No,3,4559,black
2995,Bachelors,2018,Pune,3,34.0,Male,No,1,2995,black
2964,Bachelors,2017,Bangalore,3,31.0,Male,No,0,2964,white
3423,Masters,2015,New Delhi,3,33.0,Male,No,0,3423,black
32,Bachelors,2018,Bangalore,3,28.0,Male,No,4,32,white
914,Masters,2013,New Delhi,1,25.0,Male,Yes,2,914,black
11,Bachelors,2016,Pune,3,36.0,Male,No,3,11,white
1806,Bachelors,2014,Bangalore,3,29.0,Male,No,3,1806,white
2002,Bachelors,2018,Pune,3,28.0,Male,No,5,2002,white
2525,Masters,2017,New Delhi,2,30.0,Male,No,2,2525,white
3105,Bachelors,2017,New Delhi,3,39.0,Male,No,2,3105,white
2592,Bachelors,2017,Bangalore,3,31.0,Male,No,3,2592,white
1229,PHD,2016,New Delhi,3,29.0,Male,No,5,1229,white
3041,Bachelors,2017,Pune,3,33.0,Male,No,5,3041,white
1336,Bachelors,2014,Bangalore,3,27.0,Male,No,3,1336,black
4563,Bachelors,2017,Bangalore,3,24.0,Male,No,1,4563,white
2700,Bachelors,2014,Bangalore,3,29.0,Male,No,5,2700,white
4501,Bachelors,2013,Pune,3,36.0,Male,No,5,4501,black
2851,Masters,2018,New Delhi,3,27.0,Female,No,4,2851,black
525,Bachelors,2015,Bangalore,3,26.0,Male,No,3,525,white
2936,Bachelors,2017,Bangalore,3,29.0,Male,No,5,2936,black
4331,Bachelors,2015,Bangalore,3,28.0,Male,No,5,4331,white
1722,Masters,2017,Pune,2,26.0,Male,No,3,1722,white
1835,Masters,2017,Pune,3,27.0,Male,No,3,1835,white
1837,Bachelors,2017,New Delhi,3,25.0,Female,No,2,1837,white
3585,Bachelors,2018,Bangalore,3,34.0,Male,No,5,3585,black
2864,Bachelors,2013,Bangalore,3,28.0,Female,No,4,2864,white
3042,Bachelors,2014,Bangalore,3,37.0,Female,No,2,3042,black
3175,Bachelors,2017,Pune,3,41.0,Male,No,3,3175,white
3490,Bachelors,2016,Bangalore,3,36.0,Male,No,4,3490,white
315,Bachelors,2017,Pune,3,27.0,Male,No,4,315,white
1151,Masters,2013,Pune,3,26.0,Male,Yes,3,1151,white
3126,Bachelors,2014,Bangalore,3,37.0,Male,No,3,3126,white
1842,PHD,2016,New Delhi,3,28.0,Female,No,5,1842,white
4455,Bachelors,2018,Bangalore,3,26.0,Male,No,2,4455,black
26,Bachelors,2016,Bangalore,3,38.0,Male,No,2,26,white
4037,Bachelors,2016,Bangalore,3,26.0,Male,No,2,4037,white
1313,Bachelors,2014,New Delhi,3,30.0,Female,Yes,2,1313,white
3169,Bachelors,2014,Pune,3,41.0,Male,No,5,3169,white
4462,Bachelors,2016,Pune,2,37.0,Female,No,4,4462,white
2360,Bachelors,2014,Bangalore,3,32.0,Male,No,2,2360,white
117,Masters,2013,New Delhi,3,28.0,Male,No,4,117,white
3147,Masters,2017,New Delhi,2,40.0,Female,No,2,3147,black
3272,Masters,2012,Bangalore,3,41.0,Female,No,5,3272,white
934,Bachelors,2018,Bangalore,3,26.0,Female,No,3,934,white
3525,Bachelors,2017,Bangalore,3,42.0,Male,No,5,3525,white
1130,Masters,2017,New Delhi,2,29.0,Female,Yes,2,1130,white
2466,PHD,2013,New Delhi,3,28.0,Male,No,5,2466,white
1728,Bachelors,2015,Pune,2,29.0,Female,No,5,1728,white
2597,Bachelors,2018,Bangalore,3,30.0,Male,No,1,2597,white
4038,Masters,2018,Pune,3,41.0,Male,No,2,4038,white
2823,Bachelors,2015,Bangalore,3,32.0,Male,Yes,3,2823,white
2529,Masters,2018,New Delhi,3,31.0,Female,No,4,2529,white
4474,Bachelors,2012,Bangalore,3,26.0,Male,No,3,4474,white
1089,Masters,2017,New Delhi,2,28.0,Male,Yes,5,1089,white
152,Bachelors,2012,Pune,2,26.0,Female,No,2,152,white
1703,Bachelors,2014,Bangalore,3,26.0,Male,No,3,1703,white
3792,Masters,2016,New Delhi,3,39.0,Female,No,3,3792,white
1777,Bachelors,2016,Bangalore,3,28.0,Male,No,5,1777,white
3702,Bachelors,2014,Pune,2,38.0,Female,No,5,3702,white
3597,PHD,2015,Bangalore,3,42.0,Male,No,3,3597,black
4324,Bachelors,2014,Bangalore,3,29.0,Female,No,3,4324,black
4478,Bachelors,2014,Bangalore,3,37.0,Male,No,1,4478,black
1118,Bachelors,2013,Bangalore,3,28.0,Female,No,4,1118,black
784,Bachelors,2016,Bangalore,3,27.0,Male,Yes,3,784,white
2039,Bachelors,2017,Pune,3,27.0,Female,No,4,2039,white
4060,Masters,2018,New Delhi,3,24.0,Female,No,1,4060,white
2069,Bachelors,2013,Bangalore,3,28.0,Female,No,5,2069,white
2097,Bachelors,2015,Pune,3,28.0,Female,No,4,2097,white
2253,Masters,2018,New Delhi,3,30.0,Male,No,2,2253,white
4392,Bachelors,2014,Bangalore,3,32.0,Male,No,3,4392,white
1675,Masters,2017,New Delhi,3,25.0,Female,No,2,1675,black
3545,Bachelors,2014,Bangalore,3,34.0,Male,No,5,3545,white
4086,PHD,2018,New Delhi,3,30.0,Male,No,4,4086,white
259,Bachelors,2017,New Delhi,2,28.0,Female,No,5,259,white
790,Masters,2017,Pune,2,28.0,Male,No,4,790,white
4006,Bachelors,2014,Bangalore,3,29.0,Male,No,2,4006,white
445,Masters,2012,Pune,3,26.0,Male,No,2,445,white
2609,Bachelors,2015,Bangalore,3,31.0,Male,No,1,2609,white
1253,Bachelors,2016,Pune,3,26.0,Male,Yes,2,1253,black
2269,Bachelors,2013,Bangalore,3,28.0,Male,No,5,2269,white
3327,Bachelors,2016,Bangalore,3,40.0,Female,No,5,3327,white
4539,Bachelors,2014,Bangalore,3,24.0,Female,No,0,4539,black
2776,Bachelors,2016,Bangalore,3,30.0,Male,No,3,2776,black
3268,Bachelors,2014,New Delhi,3,40.0,Female,No,5,3268,black
2046,Bachelors,2012,Bangalore,3,30.0,Male,No,1,2046,white
3601,Bachelors,2015,Bangalore,3,39.0,Male,No,3,3601,black
1416,Masters,2015,Pune,3,26.0,Male,No,3,1416,white
3338,Bachelors,2014,Pune,3,39.0,Male,No,1,3338,white
3783,Bachelors,2014,Bangalore,3,36.0,Male,No,3,3783,white
4446,Bachelors,2017,Bangalore,3,28.0,Female,No,4,4446,white
4159,Bachelors,2012,Pune,2,39.0,Male,No,5,4159,white
1723,Bachelors,2015,Pune,2,27.0,Female,Yes,3,1723,white
2522,Bachelors,2013,Pune,3,32.0,Male,No,0,2522,black
1691,Bachelors,2015,New Delhi,3,29.0,Female,No,5,1691,white
1965,Masters,2017,New Delhi,2,30.0,Male,No,3,1965,white
2693,Bachelors,2015,Bangalore,3,31.0,Male,No,4,2693,black
1009,Bachelors,2014,Bangalore,3,29.0,Male,No,1,1009,black
1194,Bachelors,2014,Pune,3,27.0,Male,No,4,1194,white
1157,Bachelors,2017,New Delhi,2,27.0,Female,No,4,1157,black
2655,Bachelors,2015,Bangalore,3,31.0,Female,No,3,2655,white
3639,Bachelors,2012,Pune,2,36.0,Female,No,1,3639,white
3386,Masters,2013,Pune,2,42.0,Male,No,2,3386,white
2975,Masters,2018,New Delhi,3,29.0,Female,No,2,2975,white
2845,Bachelors,2013,Bangalore,3,28.0,Female,No,4,2845,black
3717,Bachelors,2015,Bangalore,3,36.0,Male,Yes,2,3717,white
1072,Bachelors,2014,Bangalore,3,25.0,Male,Yes,2,1072,white
3878,Bachelors,2017,Bangalore,3,35.0,Male,No,1,3878,white
658,Bachelors,2014,Pune,2,26.0,Female,No,3,658,white
3288,Masters,2017,New Delhi,2,42.0,Female,No,2,3288,white
2834,Bachelors,2015,Bangalore,3,28.0,Male,No,5,2834,white
921,Bachelors,2015,Pune,3,29.0,Male,No,1,921,white
2657,Bachelors,2012,Bangalore,3,28.0,Female,No,5,2657,white
3244,Bachelors,2017,Pune,3,38.0,Male,No,1,3244,black
4452,Bachelors,2012,Bangalore,3,27.0,Male,No,4,4452,white
160,Bachelors,2014,Bangalore,3,30.0,Female,No,3,160,white
886,Bachelors,2014,New Delhi,3,25.0,Female,No,2,886,black
3345,Bachelors,2012,Pune,3,34.0,Male,No,3,3345,black
195,Bachelors,2013,Pune,3,30.0,Male,No,1,195,white
4531,Masters,2017,New Delhi,3,33.0,Male,No,2,4531,white
376,Bachelors,2015,Pune,2,25.0,Female,No,2,376,black
2204,Bachelors,2016,New Delhi,3,27.0,Female,No,4,2204,white
3812,Masters,2016,New Delhi,3,41.0,Female,No,1,3812,black
2342,Masters,2017,New Delhi,2,28.0,Male,Yes,4,2342,white
1269,Bachelors,2015,Bangalore,3,27.0,Male,No,4,1269,white
4556,PHD,2014,Bangalore,1,36.0,Female,No,3,4556,black
4170,Bachelors,2014,Bangalore,3,36.0,Male,No,4,4170,white
3421,Bachelors,2013,Pune,3,35.0,Male,Yes,5,3421,black
4053,Bachelors,2013,Pune,3,26.0,Female,Yes,3,4053,white
4135,Bachelors,2016,Bangalore,3,24.0,Female,No,0,4135,white
1661,Bachelors,2017,Bangalore,2,30.0,Female,No,1,1661,white
3846,Bachelors,2014,Pune,3,34.0,Male,No,2,3846,white
1266,Bachelors,2014,New Delhi,3,26.0,Male,No,2,1266,black
853,Masters,2017,New Delhi,2,27.0,Female,No,3,853,white
1426,Bachelors,2017,Bangalore,3,29.0,Male,No,5,1426,black
972,Masters,2018,New Delhi,1,27.0,Female,No,4,972,black
2150,Bachelors,2016,Bangalore,3,30.0,Male,No,2,2150,white
2733,Masters,2014,New Delhi,3,30.0,Male,No,2,2733,white
3845,Bachelors,2017,Pune,3,33.0,Male,No,3,3845,white
3019,Bachelors,2013,Pune,3,38.0,Male,No,0,3019,white
2997,Bachelors,2012,Pune,3,32.0,Male,No,4,2997,white
79,PHD,2015,New Delhi,1,39.0,Male,No,1,79,white
2610,Bachelors,2016,Bangalore,3,31.0,Male,No,0,2610,black
3274,Bachelors,2013,Bangalore,3,36.0,Male,No,0,3274,white
1914,Bachelors,2012,New Delhi,3,26.0,Female,No,3,1914,white
2247,Bachelors,2014,Bangalore,1,29.0,Female,No,5,2247,black
4198,Bachelors,2012,Bangalore,3,28.0,Male,Yes,4,4198,white
4016,Bachelors,2016,Bangalore,3,37.0,Female,No,2,4016,white
2052,Bachelors,2018,Bangalore,3,29.0,Male,No,1,2052,black
882,Bachelors,2017,Bangalore,3,25.0,Female,No,2,882,white
3672,Masters,2017,New Delhi,2,41.0,Female,No,2,3672,white
3193,Masters,2017,New Delhi,2,36.0,Female,No,2,3193,black
3911,Bachelors,2012,Bangalore,3,38.0,Male,No,1,3911,white
2238,Bachelors,2013,New Delhi,3,28.0,Male,No,5,2238,white
3816,Bachelors,2013,Bangalore,3,32.0,Male,No,2,3816,black
1202,Masters,2017,New Delhi,3,25.0,Female,No,2,1202,black
3221,Bachelors,2012,Bangalore,3,40.0,Female,No,5,3221,white
2116,Bachelors,2015,Bangalore,3,27.0,Male,No,4,2116,white
2289,Masters,2013,New Delhi,3,29.0,Female,No,5,2289,black
